"taxon","lfc_(Intercept)","lfc_dietvegan","se_(Intercept)","se_dietvegan","W_(Intercept)","W_dietvegan","p_(Intercept)","p_dietvegan","q_(Intercept)","q_dietvegan","diff_(Intercept)","diff_dietvegan","passed_ss_(Intercept)","passed_ss_dietvegan","diff_robust_(Intercept)","diff_robust_dietvegan"
"s__galactitolivorans",-0.454175474062017,0.0224666490930097,0.402650530631553,0.687947570663079,-1.12796442450889,0.0326575018956099,0.3413963933517,0.975998988571105,0.83414011074788,0.989264994241004,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Butyricicoccaceae_g__Agathobaculum_s__massiliense",0.677010238265873,-1.609917011349,0.348489986276843,0.83823035670108,1.9426963899274,-1.92061406328083,0.100067110746012,0.103178244319258,0.574011338565037,0.508104184289178,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. NTUH-O15-33",0.183526934050196,-0.864051560983436,0.174310954760454,0.511735514022854,1.05287091280297,-1.68847292655332,0.340598348753834,0.152120668094324,0.83414011074788,0.548331359565538,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Butyricicoccaceae_g__Butyricicoccus_s__porcorum",0.215247613110488,-0.686391761038233,0.978864224018316,1.1468708999428,0.219895270282613,-0.5984908685646,0.833243300613072,0.571398807972429,0.945859328826191,0.825627437937619,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. GAM44",-0.261093373349203,0.266290211881149,0.721650994572773,0.860408674080778,-0.361800060296147,0.30949270957274,0.729901675625175,0.767413224000292,0.93910635184136,0.915361277006508,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. NTUH-41-i26",0.415439453813391,-1.08677544244404,0.805807085461555,0.97064867747598,0.515556963085566,-1.11963830751825,0.624602406982094,0.305675882481882,0.926382149195326,0.666783642338144,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__[Clostridium] innocuum",0.472336919403602,-1.20057037362446,0.611576483214215,0.709298961490089,0.772326818260208,-1.69261543976085,0.469240259891572,0.141474386141481,0.867288946768914,0.546758598285218,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__cadaveris",-0.730271652945389,0.482626947231963,0.269428088778248,0.652740241744441,-2.71045107530134,0.739385924701299,0.0731365907383869,0.513272348019947,0.496972007909969,0.809333133400219,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Clostridiaceae bacterium Marseille-Q4149",-0.261075347869495,0.266254160921734,0.966494692822051,1.26692283079971,-0.270126002562089,0.210158152058613,0.796114173806447,0.84049910661649,0.945859328826191,0.941503291102591,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__cochlearium",-0.229554478433555,0.415369553294448,0.267180006141329,0.648066111646839,-0.859175361767632,0.640937006008426,0.438684646194308,0.55644088622877,0.847728361094181,0.824816812711029,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__perfringens",-0.117617486208857,-0.0206615623995438,0.75949782202177,0.837497844063973,-0.154862177084012,-0.0246705857764161,0.882008158263047,0.981117751224143,0.959183872111063,0.990430636927176,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__septicum",0.925546429909866,-1.80360164836664,0.363422454498428,0.504895542796274,2.54675080874473,-3.57222731335221,0.0841813735229545,0.0374926829626656,0.516972670340968,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Clostridiaceae_g__Clostridium_s__sp.",-0.105059864347367,-0.0457768061225244,1.31669244433077,2.02044273209969,-0.0797907398950445,-0.0226568194164811,0.938998439571396,0.98265871626959,0.9729284088335,0.990430636927176,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. M62/1",-0.310029459256779,0.3641623836963,0.37286055692842,0.90937374880213,-0.831489020481984,0.400454031333093,0.437529767717544,0.702691301375886,0.847728361094181,0.903736833467478,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. SY8519",0.0397794984413075,-0.335455531699873,0.456632472761577,0.985285851020074,0.0871149136651034,-0.340465187186615,0.933414768242709,0.745110283291028,0.9729284088335,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__uncultured Clostridium sp.",1.68100597245394,-3.0627008859401,0.280579991952585,0.593065033377012,5.99118262409108,-5.16419062594294,0.00931117242541555,0.0140844108448321,0.279701824926163,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. KGMB00164",1.18526751397444,-2.62643156276615,0.949024679492791,1.06214684130524,1.24893223494242,-2.47275749512997,0.258207594837016,0.0482768892136651,0.805289610345159,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Candidatus Gemmiger excrementipullorum",-0.0766615909656785,-0.1025733528859,0.573163944588165,1.01584215326733,-0.133751593570252,-0.100973711866539,0.897972473465305,0.922860982746999,0.960536129403462,0.981127154773795,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__[Bacteroides] pectinophilus",-0.18700141821537,0.118106301613483,0.586270190925274,0.824472577770892,-0.318967979457113,0.143250733617854,0.760563005478733,0.890782021955667,0.943946242105513,0.97074784021056,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__butyriciproducens",0.476874727553894,-1.20964598992505,0.484628681115308,0.807582678144542,0.984000217354926,-1.49786024720622,0.363115347718595,0.184818784329767,0.838578104439587,0.582162243759557,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__longoviformis",-0.138534581149484,-0.300443909383997,0.403521457844957,0.660333539473528,-0.343314038091902,-0.454988110438151,0.745326575633493,0.668191688045999,0.939759595363969,0.883028002936738,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Clostridiaceae_g__Massilistercora_s__timonensis",0.0194242317175634,-0.294744998252384,0.226197806991679,0.525457182591918,0.0858727676271324,-0.56093057249403,0.934361450378867,0.595156307040646,0.9729284088335,0.840682577944445,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Clostridiaceae_g__Mordavella_s__massiliensis",-0.347536249628975,0.021580958909552,0.266918266109192,0.53735122848973,-1.30203247119402,0.0401617373616268,0.283856874144654,0.970487475314759,0.805289610345159,0.988714864012642,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. YYHA0881",1.28331991851301,-2.82253637184327,1.13816999858194,1.23729331797334,1.12752920926743,-2.28121847167697,0.302579937568933,0.0626948210386008,0.819734599260655,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__callanderi",-0.392911885270761,0.529927235724263,0.514236505934135,0.823809165898528,-0.764068440759603,0.643264554050295,0.473792457620139,0.54383875103173,0.867288946768914,0.820473491440934,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__maltosivorans",-0.626806824777459,0.719757396780761,0.416311767011789,0.768183953603039,-1.50561880409138,0.936959687070862,0.22923948112262,0.417899016856576,0.772781817405207,0.738012954611454,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__ramulus",-0.841291673352903,1.42668681188855,0.449162990070517,0.739795685139039,-1.87302091212106,1.92848760887327,0.110216273118968,0.10205799191149,0.605609416506331,0.508104184289178,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. F2",-1.05847253321841,1.09467969429277,0.259504260817591,1.21111756859056,-4.07882525660116,0.903859148510832,0.0266105457276581,0.432695368763189,0.310555482042284,0.740872745289441,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. MSJ-33",-0.438351381615838,0.224235491432125,0.547326952403167,1.16251933416576,-0.800894930701208,0.19288753730108,0.459540849688646,0.854637254575611,0.862878861645587,0.949192865720147,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__ventriosum",0.382325938016411,-1.02054841085008,0.817025180710439,1.02003983077416,0.467948781803716,-1.0004985884478,0.656335842951602,0.355695226881052,0.926382149195326,0.702894338442738,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Maliibacteriaceae_g__Maliibacterium_s__massiliense",0.360930338016365,-1.17450751792423,0.628230292772787,1.00349588132675,0.574519156698646,-1.17041588289469,0.590497141382208,0.294577757839577,0.912665610557538,0.664456227233788,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__uncultured Eubacteriales bacterium",0.707008447143919,-1.6699134291051,1.90049328153307,1.97453306165358,0.372013126283508,-0.845725737155608,0.722668108929789,0.430136049494291,0.93910635184136,0.740872745289441,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__colihominis",0.450338550608482,-1.15657363603422,0.461178552421311,0.689187969499,0.976495000134079,-1.67816863790438,0.366531150990179,0.144322488097202,0.838578104439587,0.546758598285218,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Oscillospiraceae_g__Anaerotruncus_s__sp.",-0.462523232096695,0.669149929376132,0.991401991685485,1.60252686447622,-0.466534499603292,0.417559258574327,0.657291136001226,0.690799438000807,0.926382149195326,0.901493266591053,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. Marseille-Q4140",0.753396347615945,-1.76268923004915,0.770204469292605,1.00467438516685,0.978177065510802,-1.75448807700657,0.365763405370108,0.12988180184513,0.838578104439587,0.52967422314967,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__welbionis",-0.0889995436966903,-0.0778974474238766,0.534374364558704,0.680071176439269,-0.166549051749868,-0.114543080375401,0.873195792373737,0.912544240486035,0.959132000882874,0.975897173844582,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Candidatus Faecalibacterium intestinigallinarum",0.615783163563711,-1.48746286194468,0.727681747994434,0.818041676587224,0.846225929482048,-1.81832161430968,0.429877955335504,0.118896462316717,0.847728361094181,0.521545826296861,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__duncaniae",-0.646700801320467,1.03750506782368,0.921228723120039,1.08456016586828,-0.701998087000811,0.956613658213297,0.508982239380787,0.375701988555375,0.876582924394328,0.711126180997217,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__hominis (ex Afrizal et al. 2022)",-0.5373385705494,0.818780606281542,0.743185273156223,0.856484028911983,-0.723021015025479,0.955978837482426,0.496871898455096,0.375997750872092,0.876240307410676,0.711126180997217,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Oscillospiraceae bacterium",-0.621333745557328,0.986770956297398,0.918980721112739,0.994782646525996,-0.676111839217902,0.991946290723329,0.524160715826053,0.359526414490826,0.876582924394328,0.702894338442738,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Oscillospiraceae bacterium D1",0.190992170890077,-0.637880876597412,0.175258079738011,0.806600909420296,1.0897766948924,-0.790825883218824,0.31763272537822,0.459154689377582,0.824288376301414,0.760024786068588,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Oscillospiraceae bacterium NTUH-002-81",0.0999783106767001,-0.455853156170658,0.772734392380312,0.960103158420997,0.129382504082327,-0.474796017669979,0.901283306263382,0.651720884981446,0.960579246473594,0.875292749886682,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Oscillospiraceae bacterium YB328",0.486389017232094,-1.22867456928145,0.950983581696707,1.06917615334062,0.511458900651363,-1.14917880037118,0.627300937860806,0.294221136542423,0.926382149195326,0.664456227233788,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__prausnitzii",-0.298605672463481,0.341314810109705,0.891735479774877,0.975991425519979,-0.334859024044738,0.349710869568206,0.749127981302868,0.73850350631097,0.940011553461772,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. 7",-0.660393392439935,1.06489025006261,0.905657329951125,1.13981726295169,-0.729186824420196,0.9342640129041,0.493357148519824,0.386224266620677,0.872991293313044,0.714925770127637,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. I2-3-92",-0.224997403054432,0.194098271291605,1.14174397699332,1.22797675024806,-0.19706467263085,0.158063474127174,0.850282976256062,0.879592351741033,0.952462904733185,0.964594973968107,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. i21-0019-B1",-0.558138701805954,0.86038086879465,0.795998744654328,1.05459075246949,-0.701180379434307,0.815843365570894,0.509457219018568,0.445761456813243,0.876582924394328,0.748191255487179,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. i25-0019-C1",-0.664473733254844,1.07305093169243,0.89206860609613,1.25199292420595,-0.744868420112567,0.857074278093855,0.484494242750727,0.424308329908543,0.869092765346666,0.74065021657657,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. I3-3-33",-0.358316612114817,0.460736689412376,0.564015002762473,0.772230281246482,-0.635296242759197,0.596631212996059,0.548681933843593,0.572561556577429,0.878564323516428,0.825627437937619,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. I3-3-89",0.776046097104679,-1.80798872902662,1.03524470768044,1.15102140813534,0.749625756448907,-1.57076898504917,0.481827192649397,0.167291862700316,0.867288946768914,0.559784309804904,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. I4-1-79",-0.718205558928257,1.18051458303926,0.528843982603939,1.07760333025537,-1.35806699622814,1.09550012504091,0.223288008087944,0.315311351813824,0.772781817405207,0.666783642338144,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. I4-3-84",-0.292238822050426,0.328581109283594,0.547336261537398,0.846251763573608,-0.533929217899001,0.388278197372423,0.612583105229611,0.711212950060452,0.924186072051609,0.903736833467478,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. IP-1-18",-0.397074818428648,0.538253102040041,0.940025578648013,1.03776457636429,-0.422408525308151,0.518665903904487,0.687445460708876,0.62255944453155,0.932068910363723,0.862005384735993,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. IP-3-29",-0.35213247710187,0.448368419386482,0.932930398183008,1.14534089257116,-0.37744774721425,0.391471589196423,0.718831656592865,0.708973459046306,0.93910635184136,0.903736833467478,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__taiwanense",-0.530270230984488,0.804643927151718,0.788493580221625,1.17141388557086,-0.672510524227024,0.686899768786329,0.526295484715233,0.517799622761781,0.876582924394328,0.811685895140089,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__uncultured Faecalibacterium sp.",0.121080036578625,-0.498056607974507,0.444888272933396,0.85302720990154,0.272158301184872,-0.583869543894145,0.794623435805456,0.580579019184528,0.945859328826191,0.832588593445944,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__wellingii",-0.450066956098332,0.644237377379407,0.555695751564234,0.785049721094264,-0.80991613635957,0.820632579145966,0.448908990205067,0.443229888403796,0.852110883225617,0.746341941118651,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Oscillospiraceae_g__Fastidiosipila_s__sanguinis",-0.645972913464868,0.739374466999022,0.253085005726457,0.610586624475083,-2.55239504059382,1.21092476867579,0.0837676397822362,0.312617316423191,0.516972670340968,0.666783642338144,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__plautii",0.813266496752585,-1.88242952832243,0.853666556659526,0.946375443992395,0.952674660156502,-1.98909380021652,0.377540099560679,0.0938338070586184,0.843277943384229,0.507432726356276,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__uncultured Oscillospiraceae bacterium",-0.447631026623046,0.240474870194739,0.397174010155396,0.665697136745641,-1.12704007608128,0.361237651359499,0.310888708816468,0.732683824408978,0.819734599260655,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Oscillospiraceae_g__Hominenteromicrobium_s__mulieris",0.251184848684902,-0.758266232187061,0.897588045354545,0.982413333288646,0.279844244790141,-0.771840330839925,0.788994260924485,0.469507571809341,0.945859328826191,0.765884226513987,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__asaccharolyticus",1.00344683150726,-2.26279019783177,0.717814632664688,0.816609797637219,1.39791916442583,-2.77095646461619,0.211634405516543,0.0323815192681981,0.768508074407487,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__indolicus",0.595246046132853,-1.53467704938131,0.203000632571205,0.477960965072279,2.93223739548724,-3.21088365270421,0.0325481809363918,0.0237053618798726,0.333140204878363,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Oscillospiraceae_g__Oscillibacter_s__hominis",0.155020273037828,-0.565937080892914,0.862845665050299,1.00251734379724,0.179661646708037,-0.564516000041766,0.863332126939918,0.592863908196893,0.956257021535654,0.840682577944445,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. PEA192",0.288866478509558,-0.833629491836374,0.428777016439173,0.548810089533835,0.673698606582232,-1.51897625013503,0.525590598041724,0.17957277593089,0.876582924394328,0.579334339067107,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__komagatae",0.201831558552145,-0.659559651921549,0.420929538339921,0.544880721164842,0.479490128794802,-1.21046611910135,0.648566827426768,0.271615986579578,0.926382149195326,0.661029037776613,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Oscillospiraceae_g__Pseudoflavonifractor_s__gallinarum",0.59652840335266,-1.44895334152258,0.645750583812538,0.737059679374214,0.923775244353216,-1.96585620143104,0.391240337200868,0.0969052581555833,0.847728361094181,0.507432726356276,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Oscillospiraceae_g__Pusillibacter_s__faecalis",0.144627182038864,-0.545150898894984,0.460235684618933,0.695582709328586,0.314245911110983,-0.783732677054599,0.763973934498724,0.463003605306151,0.944852496387709,0.760024786068588,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__butyrate-producing bacterium SM4/1",0.261369613919611,-0.778635762656479,0.315540799013906,0.582996373819504,0.828322723199076,-1.3355756529929,0.439186684674482,0.230118256397861,0.847728361094181,0.609754973805499,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__butyrate-producing bacterium SS3/4",0.0236739307194616,-0.303244396256181,0.51369399084001,0.770327323500894,0.0460856680078138,-0.393656549631437,0.964737570714945,0.707443002562929,0.985504915681411,0.903736833467478,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Clostridiales bacterium",0.90009981900161,-2.05609617282048,0.84220767295138,1.22149453069536,1.06873856402585,-1.68326269267043,0.326287428552206,0.14331195301249,0.829858691561543,0.546758598285218,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Clostridiales bacterium CCNA10",0.865972488392611,-1.98784151160248,0.922496870529512,1.130880459101,0.938726749171024,-1.75778217370801,0.384105151753455,0.129291301754143,0.846003751963305,0.52967422314967,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Eubacteriales bacterium",0.30853852506895,-0.865692833565533,0.451834651103609,0.57611476054543,0.682857156518082,-1.50263956567603,0.525045215409302,0.19324741284719,0.876582924394328,0.588978674982947,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__[Eubacterium] siraeum",-0.115290678852874,-0.0253151771115086,1.44955084833432,1.55523575049148,-0.0795354498846003,-0.0162773888804373,0.939193133575783,0.98754086152925,0.9729284088335,0.990967449199313,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__albus",0.938079014982443,-2.68475808445287,0.230276892376047,0.445229340508017,4.07370016723407,-6.0300565128738,0.0553072475078819,0.0264166670894523,0.422873549045372,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__bicirculans (ex Wegman et al. 2014)",-1.36349435220358,2.47109216958991,1.01763366865003,1.07145497099358,-1.33986757141434,2.30629586542348,0.228800535483073,0.0605754974082926,0.772781817405207,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__bovis",-1.45105877033559,1.99647342169169,0.898718181318188,1.86004103730238,-1.61458708691891,1.07334912598874,0.167320865211683,0.332162186913413,0.716893641770665,0.686098523797717,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__callidus",-1.63655773780072,3.01721894078419,1.13540088226127,1.1990417646976,-1.44139199059044,2.51635850361321,0.199557150182005,0.0455104430928165,0.75484661155802,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__champanellensis",0.24681974998217,-0.749536034781597,1.1614028515246,1.23697567947594,0.212518636111633,-0.605942418446857,0.838738536085893,0.566754035733698,0.947665618694451,0.825627437937619,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__gauvreauii",-0.121903875462392,-0.329547644336407,0.480685062135817,0.819886996502741,-0.253604459686638,-0.401942762529599,0.809899098380845,0.704331746713598,0.945859328826191,0.903736833467478,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Oscillospiraceae_g__Ruminococcus_s__sp.",0.295329583516427,-0.846555701850112,1.36036778240999,1.6617544109232,0.217095396800142,-0.509434905835334,0.835327874691329,0.628636054446661,0.945859328826191,0.868053589184833,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. JE7B6",-1.76795483994089,2.2120989255578,0.813707238253269,1.71306766883281,-2.17271612789883,1.2913085488707,0.118154169906159,0.28709433608032,0.614810884487769,0.664456227233788,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. JL13D9",-1.56339753483027,2.77494645075464,1.00481803292904,1.37429920522066,-1.55590115184635,2.01917198250078,0.194713858912429,0.113604869577504,0.753107006133896,0.515667321038757,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. SR1/5",-0.888451473904519,1.52100641299178,1.021500954945,1.12361141203581,-0.869750996906664,1.35367654395388,0.417867874965679,0.224606783768223,0.847728361094181,0.609754973805499,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__lactatiformans",0.0815045155122915,-0.418905565841841,0.516710134614126,0.690004224937985,0.157737404498865,-0.607105798344193,0.879838350381704,0.566030938752705,0.959183872111063,0.825627437937619,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__mannosilyticum",0.0466634118190134,-0.254650902649016,0.388423328360712,0.715504211764387,0.120135451225214,-0.355904128112766,0.909053922907961,0.736436127671903,0.960579246473594,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__uncultured Subdoligranulum sp.",-0.0425650802038615,-0.468390536038835,0.491038119182271,0.93459976517372,-0.0866838612748546,-0.501166973813408,0.934287177481468,0.637533782267802,0.9729284088335,0.872851437720661,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__variabile",-0.549310570945835,0.842724607074412,0.699315100984044,0.786824617256591,-0.785497939588135,1.07104504433622,0.462043614407836,0.32532920347711,0.864468697924339,0.676581052649606,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Eubacteriales_f__Oscillospiraceae_g__Vescimonas_s__coprocola",-0.290844596550837,0.325792658284417,0.678605880735865,0.958594540197188,-0.428591329381719,0.339864921635585,0.683180431733929,0.745540051000946,0.929274247355713,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__fastidiosa",0.279224902740196,-0.814346340297649,0.928609764978697,1.25192526618722,0.300691327262321,-0.650475201908632,0.77379696347705,0.539479362930756,0.945859328826191,0.820473491440934,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__uncultured Peptococcaceae bacterium",0.523604906248933,-1.30310634731512,0.535310564128392,0.697179148813628,0.978132959325175,-1.86911262267752,0.365783520553734,0.11081505281316,0.838578104439587,0.514681211076806,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__rectalis",-0.427349955913593,0.598803377009927,1.034562065325,1.27005284242401,-0.413073289884589,0.471479104654463,0.693909006719482,0.653954353363613,0.938395081625829,0.875292749886682,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__hallii",-1.20518143822983,2.1544663416424,1.00969569730759,1.36776046300243,-1.19360857082338,1.57517811043685,0.277679834146071,0.166283877280412,0.805289610345159,0.559784309804904,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Lachnospirales_f__Lachnospiraceae_g__Anaerostipes_s__caccae",-1.40021429252858,1.66424929314305,0.208478617563502,0.69426549337016,-6.71634486496955,2.39713669919604,0.00673681186284697,0.0961217300545781,0.279701824926163,0.507432726356276,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__hadrus",-1.26992265548437,2.28394877615148,0.875795484665002,1.21476525067615,-1.45002192603234,1.88015649515841,0.197236383939014,0.10913133824725,0.753107006133896,0.513212239324908,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. PC18",-0.74136200048504,0.977847184549453,0.130822731194111,0.373344049948289,-5.6669203716977,2.61915834653021,0.0108834685982014,0.0790586914519327,0.279701824926163,0.482494664914559,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__argi",-0.149651503009483,0.0434064712017072,0.5704818653613,0.830473767090696,-0.262324732995158,0.0522671189889214,0.801845292684481,0.960012560587844,0.945859328826191,0.988714864012642,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Lachnospirales_f__Lachnospiraceae_g__Blautia_s__faecis",-0.714727977203338,1.17355941958942,0.578531187671414,0.776412171590056,-1.23541823229983,1.51151599953157,0.262851008381903,0.181410052140179,0.805289610345159,0.579334339067107,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__hansenii",0.439796257877977,-1.16638985472275,0.470230580449524,0.62633440744381,0.935277874649383,-1.86224777189394,0.402594217986771,0.13604599271578,0.847728361094181,0.542106932806391,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
