"taxon","lfc_(Intercept)","lfc_dietvegan","se_(Intercept)","se_dietvegan","W_(Intercept)","W_dietvegan","p_(Intercept)","p_dietvegan","q_(Intercept)","q_dietvegan","diff_(Intercept)","diff_dietvegan","passed_ss_(Intercept)","passed_ss_dietvegan","diff_robust_(Intercept)","diff_robust_dietvegan"
"s__graevenitzii",0.0177718051276037,-0.291440145072465,0.486759051583542,0.885121079371769,0.0365104769388219,-0.329265850587718,0.972059729634662,0.753144987415113,0.987520604856506,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Actinomycetota_c__Actinomycetes_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces_s__massiliensis",-0.374399455702709,0.6221030191574,0.302988862730354,0.725646208598435,-1.23568718773636,0.85730899133198,0.34202322352479,0.481605477700934,0.83414011074788,0.77832216520089,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__naeslundii",-0.295082493130786,0.230779890034448,0.372672828992811,0.613640551364994,-0.791800394808172,0.376083180163202,0.48630803485386,0.731875805317221,0.869358884225052,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Actinomycetota_c__Actinomycetes_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces_s__oris",-0.0730041464960892,-0.140789045974616,0.294404269123296,0.899768429951563,-0.247972445214492,-0.15647253369647,0.81636531871725,0.883240374409265,0.945859328826191,0.966564938032781,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__pacaensis",0.244072938724346,-0.74404241226595,0.594760795997551,0.87080569610095,0.41037159874497,-0.854429886709992,0.69578491643133,0.425661044009523,0.938500584953887,0.74065021657657,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. oral taxon 169",-0.135008500777274,-0.0360100972214061,0.368184274446181,0.509684790400015,-0.366687308903544,-0.0706517006190126,0.738188893952803,0.948121092705156,0.939759595363969,0.988714864012642,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. oral taxon 171",-0.133488406669192,-0.0385435874015429,0.377718640646787,0.711193237866673,-0.353406986853,-0.0541956606859199,0.747159265963373,0.960186468874686,0.939800329717785,0.988714864012642,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. oral taxon 414",-0.408917257281087,0.17272577384631,0.464542749449201,0.950979733547116,-0.880257538764584,0.181629290039704,0.419012068276524,0.863007277336883,0.847728361094181,0.955157876554669,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__odontolytica",-0.0413949215579275,-0.173106691701403,0.344289878270409,0.783096649794996,-0.120232757831514,-0.221054057307894,0.908223823702353,0.832380988847277,0.960579246473594,0.939633690009672,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. HMT-172",0.325372806622882,-0.90664214806302,0.638578906461217,1.14039408469474,0.509526392636401,-0.795025298912969,0.628575672434037,0.456886718576786,0.926382149195326,0.760024786068588,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. HMT-877",-0.671596940158678,0.463329637089736,0.113540413835971,0.68935371728518,-5.91504749250708,0.672121764882077,0.0274116504923084,0.570750227397212,0.310555482042284,0.825627437937619,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. GTC20041",0.608523392074927,-1.3875462492162,0.283380589878717,0.542501169985577,2.14737146371023,-2.5576834226055,0.0982710402253883,0.0627919527376351,0.569972033307252,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__adolescentis",-0.659230035281588,1.06256353574592,1.14733679830815,1.27561068065158,-0.574574123529969,0.832984194835345,0.586460551887506,0.436748930003529,0.912665610557538,0.744273124048652,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__angulatum",-0.546116363905093,0.412824210438321,0.263113311569621,0.764776358988159,-2.07559382171581,0.539797295753898,0.0925789015783881,0.612499833793219,0.549161211635439,0.85259976864016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__bifidum",0.559783098256938,-1.37546273133113,1.30012738008883,1.89048735912154,0.430560194970044,-0.727570446157481,0.681824941882459,0.494276914293522,0.929274247355713,0.793884766957596,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__breve",-0.548289703700999,0.84068287258474,0.376265351057661,0.592126286605983,-1.45718892839797,1.41976955186952,0.195328006207848,0.205482759880952,0.753107006133896,0.600608110251856,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__catenulatum",-0.55034920552776,0.844801876238263,0.730803424869176,0.886970643418119,-0.753074201350767,0.952457539048474,0.479900261155582,0.377641621491958,0.867288946768914,0.711656774075098,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__dentium",0.371486394458523,-0.998869323734304,0.572010093350148,0.704085810019662,0.649440278724458,-1.41867554993959,0.540103689384679,0.205786823116281,0.878564323516428,0.600608110251856,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__longum",-0.441896690231193,0.627896845645128,0.455860591491268,0.907227208301382,-0.969368044703326,0.692105395318501,0.369798211546541,0.514748276415465,0.83928115837954,0.809333133400219,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__pseudocatenulatum",-0.767838157213999,1.27977977961074,0.676936000302286,1.46131573431957,-1.13428471357871,0.875772257531081,0.299950441246116,0.414834375492807,0.819734599260655,0.738012954611454,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__wiggsiae",-0.338446372913602,0.4120865107759,0.621049889913569,0.872735200709367,-0.544958429926947,0.472178170928539,0.609198996312516,0.656688800823945,0.924186072051609,0.876704741764959,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__aeria",-0.102141809765237,0.0840337095487651,0.429394295973766,0.597867439006974,-0.237874165360309,0.140555755450306,0.834127634334754,0.901099340229905,0.945859328826191,0.974654416747506,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__dentocariosa",-0.176531400830051,0.0342849092476156,0.39076538972925,0.615509661838265,-0.451758025326563,0.0557016589231454,0.6703648321829,0.957736777829545,0.926382149195326,0.988714864012642,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__mucilaginosa",-0.125720242292862,-0.00445605023153424,0.540186977220538,0.859315351079594,-0.232734678165955,-0.00518558201705103,0.82370333263248,0.996030636391591,0.945859328826191,0.996030636391591,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__durum",-0.0242848547889834,-0.22054950720189,0.16547729617586,0.802930238531509,-0.146756415231579,-0.274680783731917,0.892631614515325,0.801391382889736,0.960536129403462,0.93318808410861,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__propionica",0.0491543191675617,-0.322586788023042,0.219088293539307,0.977798900657188,0.224358492064949,-0.329911178879654,0.831358391067739,0.754840557331406,0.945859328826191,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__acnes",1.03794931584116,-2.33179516649957,1.02786300375562,1.19988171746973,1.00981289534566,-1.94335419279225,0.351559806479233,0.0999758911563564,0.838578104439587,0.507432726356276,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__acidifaciens",-0.314965216244237,0.503234540240457,0.554578997296831,0.661232012532671,-0.567935709393005,0.761055923945595,0.627336765295434,0.526114363370711,0.926382149195326,0.814930853648401,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. oral taxon 416",0.679712743829605,-1.31083428899262,0.262400492528872,0.516880944699395,2.59036382622192,-2.53604684489765,0.122287932816766,0.126618509125079,0.614810884487769,0.528092020440524,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Actinomycetota_c__Coriobacteriia_o__Coriobacteriales_f__Atopobiaceae_g__Lancefieldella_s__parvula",-0.293522113019246,0.307263237689071,0.679142818756605,0.886315330010325,-0.432194974183244,0.346674854067448,0.683604044031789,0.742948872512941,0.929274247355713,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. oral taxon 807",0.0803266419126466,-0.41654981864255,0.762074196353919,1.03224668057319,0.105405277198681,-0.403537087095543,0.919489761769303,0.700540952663345,0.969643748774901,0.903736833467478,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__uli",-0.540482050512101,0.320698552897253,0.483628925313448,0.595373406993388,-1.11755526235699,0.538651120675289,0.326346210057099,0.618705741429204,0.829858691561543,0.858947864430969,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__umbonata",0.0603299484659025,-0.671998482238182,0.129057264366958,0.706365044078614,0.467466506142279,-0.951347306709861,0.67202722914638,0.411613154356686,0.926382149195326,0.73582899511709,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Actinomycetota_c__Coriobacteriia_o__Coriobacteriales_f__Atopobiaceae_g__Parolsenella_s__massiliensis",-0.627816545318209,0.495367542509467,0.358750223268585,0.528759674215341,-1.75001018702693,0.936848187684836,0.15501436672225,0.401876439236175,0.702501182273284,0.724099576804844,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__aerofaciens",0.21848578586314,-0.692868106543537,0.44524470122888,1.08409319499646,0.490709457653548,-0.639122272643546,0.641060730665843,0.546353089133043,0.926382149195326,0.821586405025361,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Coriobacteriaceae bacterium",0.552378998027857,-1.36065453087297,0.850601211666975,1.30801722947008,0.649398320213213,-1.04024205508686,0.540129010876912,0.338318164035972,0.878564323516428,0.695283785932194,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. i05-0019-G5",0.339138017986331,-0.93417257078992,0.530246436909639,1.18924094106121,0.639585661268903,-0.785520022508073,0.546071453137025,0.462031614111957,0.878564323516428,0.760024786068588,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Actinomycetota_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella_s__stercoris",1.36315192939081,-2.5732941459594,1.30824137594272,1.46874140973145,1.04197279986541,-1.75204030397012,0.345161425137054,0.140153396137802,0.83414011074788,0.546758598285218,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__tanakaei",-0.0809926595083616,-0.0321526225604146,0.641900760631521,0.833961699048842,-0.126176294648223,-0.0385540758011856,0.907573739452704,0.971668056012424,0.960579246473594,0.988714864012642,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__uncultured Collinsella sp.",-0.76516753964662,0.540786758400683,0.144430282007242,0.488501141188354,-5.2978331760666,1.10703274322991,0.0131249634771937,0.349067686959837,0.285073133715105,0.695691032793359,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__uncultured Collinsella sp. SMG3",-0.861700731447551,0.963135914768151,0.435777520788955,0.61790568440119,-1.97738683236226,1.55871023536791,0.11915740890654,0.194069601718519,0.614810884487769,0.588978674982947,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__phocaeensis",0.762398726720014,-2.72933117081456,1.20965764815675,1.26294409252662,0.630259915176611,-2.16108629587419,0.562736653474077,0.0967712359163084,0.887457803968183,0.507432726356276,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__equolifaciens",-0.193118472913476,-0.204922098797008,1.04028498483239,1.19665033142339,-0.185639969555641,-0.171246431322388,0.860023104997245,0.870744621213694,0.956257021535654,0.960948609457818,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__hattorii",-0.373991164681087,0.111605111796311,0.645004503792062,0.941929602517945,-0.579827214356406,0.11848561877445,0.587176186522445,0.910295859997243,0.912665610557538,0.975897173844582,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. Marseille-QA1605",-0.456513157407749,0.152760766688547,0.241882252085181,0.517263873700528,-1.88733631125191,0.295324638845721,0.132156403339133,0.782441050599423,0.642528039526375,0.926154712954419,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__guodeyinii",-1.23319223495437,1.38587919718604,0.214908427017701,1.16365395467399,-5.7382218653194,1.19097193080421,0.0105095234024152,0.319306784176202,0.279701824926163,0.666783642338144,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__lenta",-0.521374615736551,0.786852696655844,0.535543922436336,1.20824728158919,-0.973542213614665,0.651234816453226,0.367881965357596,0.539021410171336,0.838578104439587,0.820473491440934,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. YY7918",0.123574112738722,-0.759134123688355,0.549517787395776,0.758822720253856,0.22487736625297,-1.00041037705671,0.830976143376772,0.363037201546253,0.945859328826191,0.707109773160985,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__pamelaeae",-0.294905902002635,-0.0267940978909816,0.85484910775323,1.33281804674721,-0.344980066456086,-0.0201033426553411,0.744147493459981,0.984738506829893,0.939759595363969,0.990430636927176,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__urolithinfaciens",0.573223087733106,-1.40234271028347,0.931295189957796,1.53531296148284,0.615511702319738,-0.913392087127991,0.560822968371187,0.396255037566994,0.887119968150787,0.722510603792276,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__congonensis",0.383744886564624,-0.90059907612457,0.273703789368974,0.582648764487193,1.40204447826371,-1.54569807921452,0.25545815476606,0.21989664932618,0.805289610345159,0.609010906507025,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Actinomycetota_c__Coriobacteriia_o__Eggerthellales_f__Eggerthellaceae_g__Raoultibacter_s__timonensis",-1.45299935251005,2.2650245020788,0.245754964754217,0.843169494317319,-5.91239063659696,2.68632169136136,0.00409732739624745,0.0548671222432201,0.27494237287908,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__exigua",-0.391797347271695,0.0233291464164394,0.228454708135113,0.577901226620452,-1.71498915680029,0.0403687435530593,0.161494524660525,0.969733717054902,0.702501182273284,0.988714864012642,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__haemolysans",-0.849850669312962,1.15539351700474,0.214337402990992,0.563046553515688,-3.96501337355795,2.05203905394751,0.0286592044569067,0.132504290638521,0.310555482042284,0.53205569010237,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Bacilli_o__Bacillales_f__Gemellaceae_g__Gemella_s__sanguinis",-0.28925309006927,0.318414638095746,0.42948268322164,0.924731681865604,-0.673491857458656,0.344331922805283,0.530505759917879,0.744606103716118,0.876582924394328,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__Bacilli bacterium",-1.94056622532835,2.66282847408557,0.47453642500625,0.72308552644295,-4.0893936125194,3.68259130726171,0.0264300141680459,0.0346946620910781,0.310555482042284,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__adiacens",-0.659010904788116,1.06212527475897,0.405951715504014,0.975306987278352,-1.62337263181636,1.08901636983335,0.155635968260858,0.317942170107197,0.702501182273284,0.666783642338144,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__cecorum",-0.247637164684742,-0.109514388197295,0.391679270348725,0.668912855620646,-0.632244755930693,-0.163719963336155,0.555005324704148,0.876363698323286,0.883270669193796,0.963077580052117,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__durans",0.097080886516154,-0.620382490878041,0.310611572952879,0.6304857554024,0.312547551249424,-0.983975427774874,0.770240675452239,0.380835954899841,0.944852496387709,0.711797110454413,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__Enterococcus_s__faecalis",0.21833031228332,-0.887059088016918,0.730332073686326,0.856429691779512,0.298946630101162,-1.03576405224084,0.777007239545059,0.347784004653249,0.945859328826191,0.695691032793359,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__Enterococcus_s__faecium",0.239716413010504,-0.735329360838266,0.202672226210535,0.628051123659622,1.18277880246644,-1.17081131318345,0.281636613492938,0.286065194402856,0.805289610345159,0.664456227233788,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__ruminis",-0.053457194082103,-0.148982146653053,0.281218358597952,0.632922414289971,-0.190091409211761,-0.235387692534455,0.855505700093735,0.82173613026407,0.956257021535654,0.939536103704088,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__fermentum",-1.41160021773733,1.61817455521853,0.11705820664693,0.516809004608351,-12.0589598813433,3.13108815982186,0.0012271366619666,0.0520216103812124,0.27494237287908,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__mucosae",0.403543595951205,-1.7845283550387,0.686351514071852,0.778372169217142,0.587954696212646,-2.29264152241403,0.616108507004362,0.148898458038965,0.924469281371836,0.548331359565538,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__cremoris",-1.9362912401247,2.84563024382264,0.264776639302696,0.9162798899694,-7.31292324437696,3.10563428814057,0.000749119878987771,0.02668233776348,0.27494237287908,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Lactococcus_s__lactis",-0.356270509124887,0.456644483432514,0.297097231432407,1.02632681740302,-1.19917142077422,0.444930869669751,0.275666035940588,0.671970913231611,0.805289610345159,0.885779840168942,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__agalactiae",0.252706940276723,-0.547508874603111,0.649714437715157,0.836578290350899,0.388950784540688,-0.654462207444399,0.717130011321305,0.548535606349882,0.93910635184136,0.821586405025361,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__australis",-0.0476022675150018,-0.452146219785641,0.198999328333268,0.673937962016302,-0.239208181825023,-0.670901841518024,0.822700915950336,0.539032780649501,0.945859328826191,0.820473491440934,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__equinus",-1.10586617932652,1.88910763165314,0.189503508528838,0.642645961063567,-5.83559738767702,2.93957753741532,0.0100255530439266,0.0605308173629795,0.279701824926163,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__gordonii",-0.769119786350979,1.18639095379605,0.663607930001293,1.14401082200774,-1.15899728074298,1.03704521930478,0.310933813512662,0.358289606995867,0.819734599260655,0.702894338442738,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__ilei",-0.86185307283118,0.965363451058973,0.306332476984941,0.775863065455453,-2.81345641609377,1.24424462774533,0.0373956361601634,0.268555175884708,0.337017560722511,0.661029037776613,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__infantis",-1.13797331806568,1.22718100237155,0.198648554956866,0.585199267120524,-5.72857586763103,2.09703099665504,0.0105591177458101,0.126923544281688,0.279701824926163,0.528092020440524,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__intermedius",0.0330650423957869,-0.192825977039592,0.153712834310049,0.478145439806059,0.215109184240872,-0.403278920986477,0.849624433447342,0.725770595599367,0.952462904733185,0.912099006775448,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__koreensis",-0.995252259263038,1.23023897039913,0.217160150906802,0.549218154943488,-4.58303355890635,2.2399823445853,0.0101601342320875,0.0886236767234362,0.279701824926163,0.502843035322105,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__lactarius",-0.749262853187152,0.514278947634901,0.201026387518578,0.635026268591676,-3.7271865770254,0.809854604559019,0.0336399840908698,0.477299544007573,0.335466337065303,0.773758888111655,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__lingualis",-0.307639381256376,0.328481423545957,0.284427386674065,0.794212458179351,-1.08160956247477,0.41359389438308,0.34027679420439,0.700384525511675,0.83414011074788,0.903736833467478,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__mitis",-0.664035953476965,1.07217537213667,0.606373322750977,1.03497351686422,-1.09509427371307,1.03594474125789,0.315475496440593,0.340163362253171,0.823391045709948,0.695691032793359,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__oralis",-0.800013318362556,1.4890760501568,0.662085347501549,0.989201510294521,-1.20832355130875,1.50533135530034,0.280947291371472,0.192580373604595,0.805289610345159,0.588978674982947,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__parasanguinis",-0.474151906249512,0.692407277681766,0.60856148909498,1.23690366515087,-0.779135575855523,0.559790788231928,0.465510216106089,0.595886118466369,0.864755632766472,0.840682577944445,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__parasuis",-0.257620314174275,-0.0920438765906107,0.482565593622916,0.789306044078825,-0.533855537109808,-0.116613672581251,0.616312854247891,0.91170534830868,0.924469281371836,0.975897173844582,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__pasteurianus",-0.266490847932233,-0.44445946727182,0.443462629782094,0.583164227341457,-0.600931916322193,-0.762151459972146,0.608919360075096,0.525585654061177,0.924186072051609,0.814930853648401,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__pneumoniae",-0.800091109524682,0.598992708197452,0.249694210438134,0.497962795330198,-3.20428378423663,1.20288646825565,0.0491705019234944,0.315294917070401,0.390753307649778,0.666783642338144,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__rubneri",-0.420214668818323,-0.0341346929798126,0.446938026550206,0.676389784828127,-0.940207912183814,-0.0504660090165116,0.416472212471109,0.962923154497223,0.847728361094181,0.988714864012642,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__salivarius",-0.472047927481192,0.688199320145125,0.875250957831568,1.22812909307106,-0.539328661405512,0.560363991072157,0.60907544986428,0.595519028290786,0.924186072051609,0.840682577944445,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__sanguinis",-0.258979793978729,0.2620630531402,0.534645363284229,0.939057473891686,-0.484395473642309,0.279070302325741,0.645279351287978,0.789560470425988,0.926382149195326,0.928267039554878,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. A12",0.139225056904692,-0.732387206415181,0.447165882137702,0.770092252609361,0.311349909432084,-0.951038273575119,0.771086520040544,0.395439243191229,0.944852496387709,0.722510603792276,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. FDAARGOS_192",-0.314154218806212,-0.210902109666664,0.381449063493075,0.691355390982326,-0.823581046259183,-0.305055999298711,0.470546153598019,0.780263409281624,0.867288946768914,0.925676135556835,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. FSL K6-1323",0.561633003341034,-1.88353155480902,0.775270848910552,0.883858252568735,0.724434569067401,-2.13103351056004,0.508903468258364,0.100091499424121,0.876582924394328,0.507432726356276,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. FSL R7-0248",-0.460237723492574,0.0325703981439387,0.374937964897344,0.837696338248536,-1.22750365815472,0.0388809126371941,0.307168029101827,0.971428036484679,0.819734599260655,0.988714864012642,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. KHUD_012",-0.506235797076992,0.725674255187189,0.325253858270777,0.719923586335832,-1.55643287298239,1.00798788782658,0.194591741493104,0.370485248069208,0.753107006133896,0.710973277222857,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. KHUD_013",-0.626320343382571,0.415930894015711,0.338626869304466,0.669874254824618,-1.84958844131011,0.620908910918822,0.138055304922137,0.568290223325978,0.655135174266866,0.825627437937619,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. LPB0220",-0.215665655526817,0.144533972086839,0.317644839287806,0.857750334280073,-0.678952178194875,0.168503545041634,0.534421969431603,0.874364373376113,0.877258704538669,0.96290760105977,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. Marseille-Q3533",-0.692002352229664,0.418844779372422,0.324202278538955,0.824526689480588,-2.13447713985303,0.507982075918336,0.122491057445839,0.646460611430607,0.614810884487769,0.875292749886682,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. oral taxon 061",-0.607983205240824,0.343864147663466,0.156658750386824,0.646980161838528,-3.88093996498492,0.531491022361961,0.0303043755565464,0.631916405919993,0.316377680810344,0.868053589184833,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. ZB199",-0.816545389935742,1.09988471804271,0.172202957451718,0.598048540431447,-4.74176170966568,1.83912281977851,0.0177887486737112,0.163180270891288,0.303096658027163,0.558601255024568,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__suis",-0.000252002858214678,-0.542438421393716,0.575760194825517,1.00262114161332,-0.000437687183795411,-0.54102033049181,0.999667702046695,0.611716687544369,0.999667702046695,0.85259976864016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__thermophilus",0.397831879442699,-1.05156029370266,0.871425641868771,1.05487875836097,0.456529921003413,-0.996854174347515,0.664069029553946,0.35732382615866,0.926382149195326,0.702894338442738,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__vestibularis",-0.828999481805587,1.37120162464438,0.423421228856573,1.24494080405194,-1.95785998742731,1.10141913589907,0.121853313378559,0.332534341993913,0.614810884487769,0.686098523797717,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__intestinipullorum",0.498855784588532,-1.41587704942552,0.886077861312156,0.975392359718361,0.562993170656355,-1.45159743698869,0.597747555423748,0.206325514535861,0.91771830567999,0.600608110251856,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__faecavium",0.486066749473502,-1.27992535717615,0.720531171815905,0.807320165646914,0.674595032784635,-1.58539995857844,0.529860561823132,0.173731843808685,0.876582924394328,0.573745613994797,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__excrementavium",-0.185440347049759,-0.218358819058515,0.655369432816844,0.881579671258206,-0.282955441258097,-0.247690397337395,0.788551498276783,0.814224043136178,0.945859328826191,0.939536103704088,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Christensenellales_f__Christensenellaceae_g__Christensenella_s__eae bacterium",-0.228613586760094,0.201330638702929,0.829021504238836,0.90666891899113,-0.275763156433432,0.22205529988494,0.791981532043559,0.831636119611961,0.945859328826191,0.939633690009672,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"k___p__Bacillota_c__Clostridia_o__Christensenellales_f__Christensenellaceae_g__Christensenella_s__massiliensis",1.0093214653134,-2.27453946544406,0.605935048506986,0.98466396181762,1.66572550605936,-2.30996517963898,0.146819916689285,0.0602717058794264,0.688931022963241,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__minuta",0.863357353337738,-1.81858565106475,0.399252359791563,1.0522252551575,2.16243519208871,-1.72832351452402,0.096625105629611,0.158994033432045,0.566722529647831,0.553299236343516,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"s__sp. MSJ-20",0.981372217123902,-2.72300998237475,0.367770936001285,0.911925943478232,2.66843331285013,-2.98599902968958,0.0558970783220894,0.0404979053926298,0.422873549045372,0.474434911017114,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
